H|182789|26-DEC-2017|1243401|DT|P|F
P|R|26-DEC-2017|4|1|PQBE|-3
P|R|26-DEC-2017|4|1|PQDA|-3
P|R|26-DEC-2017|4|1|PQDZ|-3
P|R|26-DEC-2017|4|1|PQHA|-3
P|R|26-DEC-2017|4|1|PQHZ|-3
P|R|26-DEC-2017|4|1|PQPC|-3
P|R|26-DEC-2017|4|1|PQQC|-3
P|R|26-DEC-2017|4|1|PQSK|-3
P|R|26-DEC-2017|4|1|PQXY|-3
P|R|26-DEC-2017|4|2|MBSI|-3
P|R|26-DEC-2017|4|2|MISI|23.5
P|R|26-DEC-2017|4|2|MNSI|20
P|R|26-DEC-2017|4|2|NYSI|-3
P|R|26-DEC-2017|4|2|ONZN|-3
P|R|26-DEC-2017|4|2|PQAT|-3
P|R|26-DEC-2017|4|2|PQBE|-3
P|R|26-DEC-2017|4|2|PQDA|-3
P|R|26-DEC-2017|4|2|PQDZ|-3
P|R|26-DEC-2017|4|2|PQHA|-3
P|R|26-DEC-2017|4|2|PQHZ|-3
P|R|26-DEC-2017|4|2|PQPC|-3
P|R|26-DEC-2017|4|2|PQQC|-3
P|R|26-DEC-2017|4|2|PQSK|-3
P|R|26-DEC-2017|4|2|PQXY|-3
P|R|26-DEC-2017|4|3|MBSI|-3
P|R|26-DEC-2017|4|3|MISI|23.5
P|R|26-DEC-2017|4|3|MNSI|20
P|R|26-DEC-2017|4|3|NYSI|-3
P|R|26-DEC-2017|4|3|ONZN|-3
P|R|26-DEC-2017|4|3|PQAT|-3
P|R|26-DEC-2017|4|3|PQBE|-3
P|R|26-DEC-2017|4|3|PQDA|-3
P|R|26-DEC-2017|4|3|PQDZ|-3
P|R|26-DEC-2017|4|3|PQHA|-3
P|R|26-DEC-2017|4|3|PQHZ|-3
P|R|26-DEC-2017|4|3|PQPC|-3
P|R|26-DEC-2017|4|3|PQQC|-3
P|R|26-DEC-2017|4|3|PQSK|-3
P|R|26-DEC-2017|4|3|PQXY|-3
P|R|26-DEC-2017|4|4|MBSI|-3
P|R|26-DEC-2017|4|4|MISI|23.5
P|R|26-DEC-2017|4|4|MNSI|20
P|R|26-DEC-2017|4|4|NYSI|-3
P|R|26-DEC-2017|4|4|ONZN|-3
P|R|26-DEC-2017|4|4|PQAT|-3
P|R|26-DEC-2017|4|4|PQBE|-3
P|R|26-DEC-2017|4|4|PQDA|-3
P|R|26-DEC-2017|4|4|PQDZ|-3
P|R|26-DEC-2017|4|4|PQHA|-3
P|R|26-DEC-2017|4|4|PQHZ|-3
P|R|26-DEC-2017|4|4|PQPC|-3
P|R|26-DEC-2017|4|4|PQQC|-3
P|R|26-DEC-2017|4|4|PQSK|-3
P|R|26-DEC-2017|4|4|PQXY|-3
P|R|26-DEC-2017|4|5|MBSI|-3
P|R|26-DEC-2017|4|5|MISI|23.5
P|R|26-DEC-2017|4|5|MNSI|20
P|R|26-DEC-2017|4|5|NYSI|-3
P|R|26-DEC-2017|4|5|ONZN|-3
P|R|26-DEC-2017|4|5|PQAT|-3
P|R|26-DEC-2017|4|5|PQBE|-3
P|R|26-DEC-2017|4|5|PQDA|-3
P|R|26-DEC-2017|4|5|PQDZ|-3
P|R|26-DEC-2017|4|5|PQHA|-3
P|R|26-DEC-2017|4|5|PQHZ|-3
P|R|26-DEC-2017|4|5|PQPC|-3
P|R|26-DEC-2017|4|5|PQQC|-3
P|R|26-DEC-2017|4|5|PQSK|-3
P|R|26-DEC-2017|4|5|PQXY|-3
P|R|26-DEC-2017|4|6|MBSI|-3
P|R|26-DEC-2017|4|6|MISI|23.5
P|R|26-DEC-2017|4|6|MNSI|20
P|R|26-DEC-2017|4|6|NYSI|-3
P|R|26-DEC-2017|4|6|ONZN|-3
P|R|26-DEC-2017|4|6|PQAT|-3
P|R|26-DEC-2017|4|6|PQBE|-3
P|R|26-DEC-2017|4|6|PQDA|-3
P|R|26-DEC-2017|4|6|PQDZ|-3
P|R|26-DEC-2017|4|6|PQHA|-3
P|R|26-DEC-2017|4|6|PQHZ|-3
P|R|26-DEC-2017|4|6|PQPC|-3
P|R|26-DEC-2017|4|6|PQQC|-3
P|R|26-DEC-2017|4|6|PQSK|-3
P|R|26-DEC-2017|4|6|PQXY|-3
P|R|26-DEC-2017|4|7|MBSI|-3
P|R|26-DEC-2017|4|7|MISI|23.5
P|R|26-DEC-2017|4|7|MNSI|20
P|R|26-DEC-2017|4|7|NYSI|-3
P|R|26-DEC-2017|4|7|ONZN|-3
P|R|26-DEC-2017|4|7|PQAT|-3
P|R|26-DEC-2017|4|7|PQBE|-3
P|R|26-DEC-2017|4|7|PQDA|-3
P|R|26-DEC-2017|4|7|PQDZ|-3
P|R|26-DEC-2017|4|7|PQHA|-3
P|R|26-DEC-2017|4|7|PQHZ|-3
P|R|26-DEC-2017|4|7|PQPC|-3
P|R|26-DEC-2017|4|7|PQQC|-3
P|R|26-DEC-2017|4|7|PQSK|-3
P|R|26-DEC-2017|4|7|PQXY|-3
P|R|26-DEC-2017|4|8|MBSI|-3
P|R|26-DEC-2017|4|8|MISI|23.5
P|R|26-DEC-2017|4|8|MNSI|20
P|R|26-DEC-2017|4|8|NYSI|-3
P|R|26-DEC-2017|4|8|ONZN|-3
P|R|26-DEC-2017|4|8|PQAT|-3
P|R|26-DEC-2017|4|8|PQBE|-3
P|R|26-DEC-2017|4|8|PQDA|-3
P|R|26-DEC-2017|4|8|PQDZ|-3
P|R|26-DEC-2017|4|8|PQHA|-3
P|R|26-DEC-2017|4|8|PQHZ|-3
P|R|26-DEC-2017|4|8|PQPC|-3
P|R|26-DEC-2017|4|8|PQQC|-3
P|R|26-DEC-2017|4|8|PQSK|-3
P|R|26-DEC-2017|4|8|PQXY|-3
P|R|26-DEC-2017|4|9|MBSI|-3
P|R|26-DEC-2017|4|9|MISI|23.5
P|R|26-DEC-2017|4|9|MNSI|20
P|R|26-DEC-2017|4|9|NYSI|-3
P|R|26-DEC-2017|4|9|ONZN|-3
P|R|26-DEC-2017|4|9|PQAT|-3
P|R|26-DEC-2017|4|9|PQBE|-3
P|R|26-DEC-2017|4|9|PQDA|-3
P|R|26-DEC-2017|4|9|PQDZ|-3
P|R|26-DEC-2017|4|9|PQHA|-3
P|R|26-DEC-2017|4|9|PQHZ|-3
P|R|26-DEC-2017|4|9|PQPC|-3
P|R|26-DEC-2017|4|9|PQQC|-3
P|R|26-DEC-2017|4|9|PQSK|-3
P|R|26-DEC-2017|4|9|PQXY|-3
P|R|26-DEC-2017|4|10|MBSI|-3
P|R|26-DEC-2017|4|10|MISI|23.5
P|R|26-DEC-2017|4|10|MNSI|20
P|R|26-DEC-2017|4|10|NYSI|-3
P|R|26-DEC-2017|4|10|ONZN|-3
P|R|26-DEC-2017|4|10|PQAT|-3
P|R|26-DEC-2017|4|10|PQBE|-3
P|R|26-DEC-2017|4|10|PQDA|-3
P|R|26-DEC-2017|4|10|PQDZ|-3
P|R|26-DEC-2017|4|10|PQHA|-3
P|R|26-DEC-2017|4|10|PQHZ|-3
P|R|26-DEC-2017|4|10|PQPC|-3
P|R|26-DEC-2017|4|10|PQQC|-3
P|R|26-DEC-2017|4|10|PQSK|-3
P|R|26-DEC-2017|4|10|PQXY|-3
P|R|26-DEC-2017|4|11|MBSI|-3
P|R|26-DEC-2017|4|11|MISI|23.5
P|R|26-DEC-2017|4|11|MNSI|20
P|R|26-DEC-2017|4|11|NYSI|-3
P|R|26-DEC-2017|4|11|ONZN|-3
P|R|26-DEC-2017|4|11|PQAT|-3
P|R|26-DEC-2017|4|11|PQBE|-3
P|R|26-DEC-2017|4|11|PQDA|-3
P|R|26-DEC-2017|4|11|PQDZ|-3
P|R|26-DEC-2017|4|11|PQHA|-3
P|R|26-DEC-2017|4|11|PQHZ|-3
P|R|26-DEC-2017|4|11|PQPC|-3
P|R|26-DEC-2017|4|11|PQQC|-3
P|R|26-DEC-2017|4|11|PQSK|-3
P|R|26-DEC-2017|4|11|PQXY|-3
P|R|26-DEC-2017|4|12|MBSI|-3
P|R|26-DEC-2017|4|12|MISI|23.5
P|R|26-DEC-2017|4|12|MNSI|20
P|R|26-DEC-2017|4|12|NYSI|-3
P|R|26-DEC-2017|4|12|ONZN|-3
P|R|26-DEC-2017|4|12|PQAT|-3
P|R|26-DEC-2017|4|12|PQBE|-3
P|R|26-DEC-2017|4|12|PQDA|-3
P|R|26-DEC-2017|4|12|PQDZ|-3
P|R|26-DEC-2017|4|12|PQHA|-3
P|R|26-DEC-2017|4|12|PQHZ|-3
P|R|26-DEC-2017|4|12|PQPC|-3
P|R|26-DEC-2017|4|12|PQQC|-3
P|R|26-DEC-2017|4|12|PQSK|-3
P|R|26-DEC-2017|4|12|PQXY|-3
P|H|26-DEC-2017|5|0|ONZN|-3
P|R|26-DEC-2017|5|1|MBSI|-3
P|R|26-DEC-2017|5|1|MISI|27.53
P|R|26-DEC-2017|5|1|MNSI|20
P|R|26-DEC-2017|5|1|NYSI|-3
P|R|26-DEC-2017|5|1|ONZN|-3
P|R|26-DEC-2017|5|1|PQAT|-3
P|R|26-DEC-2017|5|1|PQBE|-3
P|R|26-DEC-2017|5|1|PQDA|-3
P|R|26-DEC-2017|5|1|PQDZ|-3
P|R|26-DEC-2017|5|1|PQHA|-3
P|R|26-DEC-2017|5|1|PQHZ|-3
P|R|26-DEC-2017|5|1|PQPC|-3
P|R|26-DEC-2017|5|1|PQQC|-3
P|R|26-DEC-2017|5|1|PQSK|-3
P|R|26-DEC-2017|5|1|PQXY|-3
P|R|26-DEC-2017|5|2|MBSI|-3
P|R|26-DEC-2017|5|2|MISI|27.53
P|R|26-DEC-2017|5|2|MNSI|20
P|R|26-DEC-2017|5|2|NYSI|-3
P|R|26-DEC-2017|5|2|ONZN|-3
P|R|26-DEC-2017|5|2|PQAT|-3
P|R|26-DEC-2017|5|2|PQBE|-3
P|R|26-DEC-2017|5|2|PQDA|-3
P|R|26-DEC-2017|5|2|PQDZ|-3
P|R|26-DEC-2017|5|2|PQHA|-3
P|R|26-DEC-2017|5|2|PQHZ|-3
P|R|26-DEC-2017|5|2|PQPC|-3
P|R|26-DEC-2017|5|2|PQQC|-3
P|R|26-DEC-2017|5|2|PQSK|-3
P|R|26-DEC-2017|5|2|PQXY|-3
P|R|26-DEC-2017|5|3|MBSI|-3
P|R|26-DEC-2017|5|3|MISI|27.53
P|R|26-DEC-2017|5|3|MNSI|20
P|R|26-DEC-2017|5|3|NYSI|-3
P|R|26-DEC-2017|5|3|ONZN|-3
P|R|26-DEC-2017|5|3|PQAT|-3
P|R|26-DEC-2017|5|3|PQBE|-3
P|R|26-DEC-2017|5|3|PQDA|-3
P|R|26-DEC-2017|5|3|PQDZ|-3
P|R|26-DEC-2017|5|3|PQHA|-3
P|R|26-DEC-2017|5|3|PQHZ|-3
P|R|26-DEC-2017|5|3|PQPC|-3
P|R|26-DEC-2017|5|3|PQQC|-3
P|R|26-DEC-2017|5|3|PQSK|-3
P|R|26-DEC-2017|5|3|PQXY|-3
P|R|26-DEC-2017|5|4|MBSI|-3
P|R|26-DEC-2017|5|4|MISI|27.53
P|R|26-DEC-2017|5|4|MNSI|20
P|R|26-DEC-2017|5|4|NYSI|-3
P|R|26-DEC-2017|5|4|ONZN|-3
P|R|26-DEC-2017|5|4|PQAT|-3
P|R|26-DEC-2017|5|4|PQBE|-3
P|R|26-DEC-2017|5|4|PQDA|-3
P|R|26-DEC-2017|5|4|PQDZ|-3
P|R|26-DEC-2017|5|4|PQHA|-3
P|R|26-DEC-2017|5|4|PQHZ|-3
P|R|26-DEC-2017|5|4|PQPC|-3
P|R|26-DEC-2017|5|4|PQQC|-3
P|R|26-DEC-2017|5|4|PQSK|-3
P|R|26-DEC-2017|5|4|PQXY|-3
P|R|26-DEC-2017|5|5|MBSI|-3
P|R|26-DEC-2017|5|5|MISI|27.53
P|R|26-DEC-2017|5|5|MNSI|20
P|R|26-DEC-2017|5|5|NYSI|-3
P|R|26-DEC-2017|5|5|ONZN|-3
P|R|26-DEC-2017|5|5|PQAT|-3
P|R|26-DEC-2017|5|5|PQBE|-3
P|R|26-DEC-2017|5|5|PQDA|-3
P|R|26-DEC-2017|5|5|PQDZ|-3
P|R|26-DEC-2017|5|5|PQHA|-3
P|R|26-DEC-2017|5|5|PQHZ|-3
P|R|26-DEC-2017|5|5|PQPC|-3
P|R|26-DEC-2017|5|5|PQQC|-3
P|R|26-DEC-2017|5|5|PQSK|-3
P|R|26-DEC-2017|5|5|PQXY|-3
P|R|26-DEC-2017|5|6|MBSI|-3
P|R|26-DEC-2017|5|6|MISI|27.53
P|R|26-DEC-2017|5|6|MNSI|20
P|R|26-DEC-2017|5|6|NYSI|-3
P|R|26-DEC-2017|5|6|ONZN|-3
P|R|26-DEC-2017|5|6|PQAT|-3
P|R|26-DEC-2017|5|6|PQBE|-3
P|R|26-DEC-2017|5|6|PQDA|-3
P|R|26-DEC-2017|5|6|PQDZ|-3
P|R|26-DEC-2017|5|6|PQHA|-3
P|R|26-DEC-2017|5|6|PQHZ|-3
P|R|26-DEC-2017|5|6|PQPC|-3
P|R|26-DEC-2017|5|6|PQQC|-3
P|R|26-DEC-2017|5|6|PQSK|-3
P|R|26-DEC-2017|5|6|PQXY|-3
P|R|26-DEC-2017|5|7|MBSI|-3
P|R|26-DEC-2017|5|7|MISI|27.53
P|R|26-DEC-2017|5|7|MNSI|20
P|R|26-DEC-2017|5|7|NYSI|-3
P|R|26-DEC-2017|5|7|ONZN|-3
P|R|26-DEC-2017|5|7|PQAT|-3
P|R|26-DEC-2017|5|7|PQBE|-3
P|R|26-DEC-2017|5|7|PQDA|-3
P|R|26-DEC-2017|5|7|PQDZ|-3
P|R|26-DEC-2017|5|7|PQHA|-3
P|R|26-DEC-2017|5|7|PQHZ|-3
P|R|26-DEC-2017|5|7|PQPC|-3
P|R|26-DEC-2017|5|7|PQQC|-3
P|R|26-DEC-2017|5|7|PQSK|-3
P|R|26-DEC-2017|5|7|PQXY|-3
P|R|26-DEC-2017|5|8|MBSI|-3
P|R|26-DEC-2017|5|8|MISI|27.53
P|R|26-DEC-2017|5|8|MNSI|20
P|R|26-DEC-2017|5|8|NYSI|-3
P|R|26-DEC-2017|5|8|ONZN|-3
P|R|26-DEC-2017|5|8|PQAT|-3
P|R|26-DEC-2017|5|8|PQBE|-3
P|R|26-DEC-2017|5|8|PQDA|-3
P|R|26-DEC-2017|5|8|PQDZ|-3
P|R|26-DEC-2017|5|8|PQHA|-3
P|R|26-DEC-2017|5|8|PQHZ|-3
P|R|26-DEC-2017|5|8|PQPC|-3
P|R|26-DEC-2017|5|8|PQQC|-3
P|R|26-DEC-2017|5|8|PQSK|-3
P|R|26-DEC-2017|5|8|PQXY|-3
P|R|26-DEC-2017|5|9|MBSI|-3
P|R|26-DEC-2017|5|9|MISI|27.53
P|R|26-DEC-2017|5|9|MNSI|20
P|R|26-DEC-2017|5|9|NYSI|-3
P|R|26-DEC-2017|5|9|ONZN|-3
P|R|26-DEC-2017|5|9|PQAT|-3
P|R|26-DEC-2017|5|9|PQBE|-3
P|R|26-DEC-2017|5|9|PQDA|-3
P|R|26-DEC-2017|5|9|PQDZ|-3
P|R|26-DEC-2017|5|9|PQHA|-3
P|R|26-DEC-2017|5|9|PQHZ|-3
P|R|26-DEC-2017|5|9|PQPC|-3
P|R|26-DEC-2017|5|9|PQQC|-3
P|R|26-DEC-2017|5|9|PQSK|-3
P|R|26-DEC-2017|5|9|PQXY|-3
P|R|26-DEC-2017|5|10|MBSI|-3
P|R|26-DEC-2017|5|10|MISI|27.53
P|R|26-DEC-2017|5|10|MNSI|20
P|R|26-DEC-2017|5|10|NYSI|-3
P|R|26-DEC-2017|5|10|ONZN|-3
P|R|26-DEC-2017|5|10|PQAT|-3
P|R|26-DEC-2017|5|10|PQBE|-3
P|R|26-DEC-2017|5|10|PQDA|-3
P|R|26-DEC-2017|5|10|PQDZ|-3
P|R|26-DEC-2017|5|10|PQHA|-3
P|R|26-DEC-2017|5|10|PQHZ|-3
P|R|26-DEC-2017|5|10|PQPC|-3
P|R|26-DEC-2017|5|10|PQQC|-3
P|R|26-DEC-2017|5|10|PQSK|-3
P|R|26-DEC-2017|5|10|PQXY|-3
P|R|26-DEC-2017|5|11|MBSI|-3
P|R|26-DEC-2017|5|11|MISI|27.53
P|R|26-DEC-2017|5|11|MNSI|20
P|R|26-DEC-2017|5|11|NYSI|-3
P|R|26-DEC-2017|5|11|ONZN|-3
P|R|26-DEC-2017|5|11|PQAT|-3
P|R|26-DEC-2017|5|11|PQBE|-3
P|R|26-DEC-2017|5|11|PQDA|-3
P|R|26-DEC-2017|5|11|PQDZ|-3
P|R|26-DEC-2017|5|11|PQHA|-3
P|R|26-DEC-2017|5|11|PQHZ|-3
P|R|26-DEC-2017|5|11|PQPC|-3
P|R|26-DEC-2017|5|11|PQQC|-3
P|R|26-DEC-2017|5|11|PQSK|-3
P|R|26-DEC-2017|5|11|PQXY|-3
P|R|26-DEC-2017|5|12|MBSI|-3
P|R|26-DEC-2017|5|12|MISI|27.53
P|R|26-DEC-2017|5|12|MNSI|20
P|R|26-DEC-2017|5|12|NYSI|-3
P|R|26-DEC-2017|5|12|ONZN|-3
P|R|26-DEC-2017|5|12|PQAT|-3
P|R|26-DEC-2017|5|12|PQBE|-3
P|R|26-DEC-2017|5|12|PQDA|-3
P|R|26-DEC-2017|5|12|PQDZ|-3
P|R|26-DEC-2017|5|12|PQHA|-3
P|R|26-DEC-2017|5|12|PQHZ|-3
P|R|26-DEC-2017|5|12|PQPC|-3
P|R|26-DEC-2017|5|12|PQQC|-3
P|R|26-DEC-2017|5|12|PQSK|-3
P|R|26-DEC-2017|5|12|PQXY|-3
P|H|26-DEC-2017|6|0|ONZN|-.8
P|R|26-DEC-2017|6|1|MBSI|17
P|R|26-DEC-2017|6|1|MISI|24.97
P|R|26-DEC-2017|6|1|MNSI|-3
P|R|26-DEC-2017|6|1|NYSI|-2.98
P|R|26-DEC-2017|6|1|ONZN|-3
P|R|26-DEC-2017|6|1|PQAT|-3
P|R|26-DEC-2017|6|1|PQBE|-3
P|R|26-DEC-2017|6|1|PQDA|-3
P|R|26-DEC-2017|6|1|PQDZ|-3
P|R|26-DEC-2017|6|1|PQHA|-3
P|R|26-DEC-2017|6|1|PQHZ|-3
P|R|26-DEC-2017|6|1|PQPC|-3
P|R|26-DEC-2017|6|1|PQQC|-3
P|R|26-DEC-2017|6|1|PQSK|-3
P|R|26-DEC-2017|6|1|PQXY|-3
P|R|26-DEC-2017|6|2|MBSI|19.75
P|R|26-DEC-2017|6|2|MISI|27.72
P|R|26-DEC-2017|6|2|MNSI|-.25
P|R|26-DEC-2017|6|2|NYSI|-.23
P|R|26-DEC-2017|6|2|ONZN|-.25
P|R|26-DEC-2017|6|2|PQAT|-.25
P|R|26-DEC-2017|6|2|PQBE|-.25
P|R|26-DEC-2017|6|2|PQDA|-.25
P|R|26-DEC-2017|6|2|PQDZ|-.25
P|R|26-DEC-2017|6|2|PQHA|-.25
P|R|26-DEC-2017|6|2|PQHZ|-.25
P|R|26-DEC-2017|6|2|PQPC|-.25
P|R|26-DEC-2017|6|2|PQQC|-.25
P|R|26-DEC-2017|6|2|PQSK|-.25
P|R|26-DEC-2017|6|2|PQXY|-.25
P|R|26-DEC-2017|6|3|MBSI|17
P|R|26-DEC-2017|6|3|MISI|24.97
P|R|26-DEC-2017|6|3|MNSI|-3
P|R|26-DEC-2017|6|3|NYSI|-2.98
P|R|26-DEC-2017|6|3|ONZN|-3
P|R|26-DEC-2017|6|3|PQAT|-3
P|R|26-DEC-2017|6|3|PQBE|-3
P|R|26-DEC-2017|6|3|PQDA|-3
P|R|26-DEC-2017|6|3|PQDZ|-3
P|R|26-DEC-2017|6|3|PQHA|-3
P|R|26-DEC-2017|6|3|PQHZ|-3
P|R|26-DEC-2017|6|3|PQPC|-3
P|R|26-DEC-2017|6|3|PQQC|-3
P|R|26-DEC-2017|6|3|PQSK|-3
P|R|26-DEC-2017|6|3|PQXY|-3
P|R|26-DEC-2017|6|4|MBSI|17
P|R|26-DEC-2017|6|4|MISI|24.97
P|R|26-DEC-2017|6|4|MNSI|-3
P|R|26-DEC-2017|6|4|NYSI|-2.98
P|R|26-DEC-2017|6|4|ONZN|-3
P|R|26-DEC-2017|6|4|PQAT|-3
P|R|26-DEC-2017|6|4|PQBE|-3
P|R|26-DEC-2017|6|4|PQDA|-3
P|R|26-DEC-2017|6|4|PQDZ|-3
P|R|26-DEC-2017|6|4|PQHA|-3
P|R|26-DEC-2017|6|4|PQHZ|-3
P|R|26-DEC-2017|6|4|PQPC|-3
P|R|26-DEC-2017|6|4|PQQC|-3
P|R|26-DEC-2017|6|4|PQSK|-3
P|R|26-DEC-2017|6|4|PQXY|-3
P|R|26-DEC-2017|6|5|MBSI|19.75
P|R|26-DEC-2017|6|5|MISI|27.72
P|R|26-DEC-2017|6|5|MNSI|-.25
P|R|26-DEC-2017|6|5|NYSI|-.23
P|R|26-DEC-2017|6|5|ONZN|-.25
P|R|26-DEC-2017|6|5|PQAT|-.25
P|R|26-DEC-2017|6|5|PQBE|-.25
P|R|26-DEC-2017|6|5|PQDA|-.25
P|R|26-DEC-2017|6|5|PQDZ|-.25
P|R|26-DEC-2017|6|5|PQHA|-.25
P|R|26-DEC-2017|6|5|PQHZ|-.25
P|R|26-DEC-2017|6|5|PQPC|-.25
P|R|26-DEC-2017|6|5|PQQC|-.25
P|R|26-DEC-2017|6|5|PQSK|-.25
P|R|26-DEC-2017|6|5|PQXY|-.25
P|R|26-DEC-2017|6|6|MBSI|19.98
P|R|26-DEC-2017|6|6|MISI|27.95
P|R|26-DEC-2017|6|6|MNSI|-.02
P|R|26-DEC-2017|6|6|NYSI|0
P|R|26-DEC-2017|6|6|ONZN|-.02
P|R|26-DEC-2017|6|6|PQAT|-.02
P|R|26-DEC-2017|6|6|PQBE|-.02
P|R|26-DEC-2017|6|6|PQDA|-.02
P|R|26-DEC-2017|6|6|PQDZ|-.02
P|R|26-DEC-2017|6|6|PQHA|-.02
P|R|26-DEC-2017|6|6|PQHZ|-.02
P|R|26-DEC-2017|6|6|PQPC|-.02
P|R|26-DEC-2017|6|6|PQQC|-.02
P|R|26-DEC-2017|6|6|PQSK|-.02
P|R|26-DEC-2017|6|6|PQXY|-.02
P|R|26-DEC-2017|6|7|MBSI|20
P|R|26-DEC-2017|6|7|MISI|27.97
P|R|26-DEC-2017|6|7|MNSI|0
P|R|26-DEC-2017|6|7|NYSI|.02
P|R|26-DEC-2017|6|7|ONZN|0
P|R|26-DEC-2017|6|7|PQAT|0
P|R|26-DEC-2017|6|7|PQBE|0
P|R|26-DEC-2017|6|7|PQDA|0
P|R|26-DEC-2017|6|7|PQDZ|0
P|R|26-DEC-2017|6|7|PQHA|0
P|R|26-DEC-2017|6|7|PQHZ|0
P|R|26-DEC-2017|6|7|PQPC|0
P|R|26-DEC-2017|6|7|PQQC|0
P|R|26-DEC-2017|6|7|PQSK|0
P|R|26-DEC-2017|6|7|PQXY|0
P|R|26-DEC-2017|6|8|MBSI|19.98
P|R|26-DEC-2017|6|8|MISI|27.95
P|R|26-DEC-2017|6|8|MNSI|-.02
P|R|26-DEC-2017|6|8|NYSI|0
P|R|26-DEC-2017|6|8|ONZN|-.02
P|R|26-DEC-2017|6|8|PQAT|-.02
P|R|26-DEC-2017|6|8|PQBE|-.02
P|R|26-DEC-2017|6|8|PQDA|-.02
P|R|26-DEC-2017|6|8|PQDZ|-.02
P|R|26-DEC-2017|6|8|PQHA|-.02
P|R|26-DEC-2017|6|8|PQHZ|-.02
P|R|26-DEC-2017|6|8|PQPC|-.02
P|R|26-DEC-2017|6|8|PQQC|-.02
P|R|26-DEC-2017|6|8|PQSK|-.02
P|R|26-DEC-2017|6|8|PQXY|-.02
P|R|26-DEC-2017|6|9|MBSI|20
P|R|26-DEC-2017|6|9|MISI|27.97
P|R|26-DEC-2017|6|9|MNSI|0
P|R|26-DEC-2017|6|9|NYSI|.02
P|R|26-DEC-2017|6|9|ONZN|0
P|R|26-DEC-2017|6|9|PQAT|0
P|R|26-DEC-2017|6|9|PQBE|0
P|R|26-DEC-2017|6|9|PQDA|0
P|R|26-DEC-2017|6|9|PQDZ|0
P|R|26-DEC-2017|6|9|PQHA|0
P|R|26-DEC-2017|6|9|PQHZ|0
P|R|26-DEC-2017|6|9|PQPC|0
P|R|26-DEC-2017|6|9|PQQC|0
P|R|26-DEC-2017|6|9|PQSK|0
P|R|26-DEC-2017|6|9|PQXY|0
P|R|26-DEC-2017|6|10|MBSI|20
P|R|26-DEC-2017|6|10|MISI|27.97
P|R|26-DEC-2017|6|10|MNSI|0
P|R|26-DEC-2017|6|10|NYSI|.02
P|R|26-DEC-2017|6|10|ONZN|0
P|R|26-DEC-2017|6|10|PQAT|0
P|R|26-DEC-2017|6|10|PQBE|0
P|R|26-DEC-2017|6|10|PQDA|0
P|R|26-DEC-2017|6|10|PQDZ|0
P|R|26-DEC-2017|6|10|PQHA|0
P|R|26-DEC-2017|6|10|PQHZ|0
P|R|26-DEC-2017|6|10|PQPC|0
P|R|26-DEC-2017|6|10|PQQC|0
P|R|26-DEC-2017|6|10|PQSK|0
P|R|26-DEC-2017|6|10|PQXY|0
P|R|26-DEC-2017|6|11|MBSI|20
P|R|26-DEC-2017|6|11|MISI|27.97
P|R|26-DEC-2017|6|11|MNSI|0
P|R|26-DEC-2017|6|11|NYSI|.02
P|R|26-DEC-2017|6|11|ONZN|0
P|R|26-DEC-2017|6|11|PQAT|0
P|R|26-DEC-2017|6|11|PQBE|0
P|R|26-DEC-2017|6|11|PQDA|0
P|R|26-DEC-2017|6|11|PQDZ|0
P|R|26-DEC-2017|6|11|PQHA|0
P|R|26-DEC-2017|6|11|PQHZ|0
P|R|26-DEC-2017|6|11|PQPC|0
P|R|26-DEC-2017|6|11|PQQC|0
P|R|26-DEC-2017|6|11|PQSK|0
P|R|26-DEC-2017|6|11|PQXY|0
P|R|26-DEC-2017|6|12|MBSI|20
P|R|26-DEC-2017|6|12|MISI|27.97
P|R|26-DEC-2017|6|12|MNSI|0
P|R|26-DEC-2017|6|12|NYSI|.02
P|R|26-DEC-2017|6|12|ONZN|0
P|R|26-DEC-2017|6|12|PQAT|0
P|R|26-DEC-2017|6|12|PQBE|0
P|R|26-DEC-2017|6|12|PQDA|0
P|R|26-DEC-2017|6|12|PQDZ|0
P|R|26-DEC-2017|6|12|PQHA|0
P|R|26-DEC-2017|6|12|PQHZ|0
P|R|26-DEC-2017|6|12|PQPC|0
P|R|26-DEC-2017|6|12|PQQC|0
P|R|26-DEC-2017|6|12|PQSK|0
P|R|26-DEC-2017|6|12|PQXY|0
P|H|26-DEC-2017|7|0|ONZN|0
P|R|26-DEC-2017|7|1|MBSI|0
P|R|26-DEC-2017|7|1|MISI|29.8
P|R|26-DEC-2017|7|1|MNSI|43.31
P|R|26-DEC-2017|7|1|NYSI|5
P|R|26-DEC-2017|7|1|ONZN|0
P|R|26-DEC-2017|7|1|PQAT|0
P|R|26-DEC-2017|7|1|PQBE|0
P|R|26-DEC-2017|7|1|PQDA|0
P|R|26-DEC-2017|7|1|PQDZ|0
P|R|26-DEC-2017|7|1|PQHA|0
P|R|26-DEC-2017|7|1|PQHZ|0
P|R|26-DEC-2017|7|1|PQPC|0
P|R|26-DEC-2017|7|1|PQQC|0
P|R|26-DEC-2017|7|1|PQSK|0
P|R|26-DEC-2017|7|1|PQXY|0
P|R|26-DEC-2017|7|2|MBSI|0
P|R|26-DEC-2017|7|2|MISI|29.8
P|R|26-DEC-2017|7|2|MNSI|43.31
P|R|26-DEC-2017|7|2|NYSI|5
P|R|26-DEC-2017|7|2|ONZN|0
